b61f24c58ac19587f9de6a9da502a195c0a70078	do you like your food	Yes, I love it	No, I hate this food. It's always the same thing, blaw!!	Its ok. I'm not a complainer	It depends, some days are good and other are blaw!!
0d883f2304f016a70f472416963ab3d25d108486	can you smile	Yes I can smile. I'm smiling right now, can't you see it?	Sometimes I do. But not all the time	not. I'm not your clown	I'm not on the mood today.
4f5f0050351bc952ab696130eb076ce5b396027a	why do you breathe heavily	Because that the way a breath, helloo!!	Because a like to piss you off	I'm not sure why. It bothers me too sometimes	I don't know. How could I know that, I'm a dog.
4a3d1e53a67d4847ac5b1d958a2d090ff6d8c914	do you like to sleep in my bed	YESSSS. I love it. Much better than mine.	Not really. I got scare when you snore.	it's ok. I would rather sleep on a tempurpedic mattress.	Yess. It's so much fun. Sometimes I fart under the blankets. Hahaha!!
511c65a977dc3a870406fcf44defe7e3c5801cde	do you like your bed	YESSS. I really like my bed	Not. It's terrible. Stop being so cheap and buy me a good one.	Its good! I can I say!	I would prefer a bigger one. But this one is ok too.
4e81a6900e937135d2faaa252679e602ec4e7dd2	do you love me	Yes, I love you! I love you very much!	Sometimes I do, sometimes I don't. It all depends how I feel at the moment.	Yes, I love you! You are the one that feeds me!!	Yes, Yes, Yes. But I'm tire to answer that over and over again!!!
6550cdc638181f0de58a4da341e6d4fa83312495	are you hungry	Yes. I'm always hungry.	I'm starving. Make me some chicken Alfredo, please!!!	No, I just ate my food five minutes ago. I'm cool, Thanks!!	It depends, if you going to give me the same crap from yesterday, I will refuse to eat!
291944236b93e5c29724e8e850ad8b29fc5f08bd	are you thirsty	Yes, I'm thirsty, But I would like cold water, please!	Yes, because you forgot to fill my water bucket!!	Not really. I'm cool, thanks!	Yes, but I would rather have a beer than plain boring water.
0c01b69a1de42120a509d10c506138cae9686024	do you want to go out	YESSSSS, YESSSSS, YESSSSSS, let's go! Let's go!
3a0b5f537fe39b49954f5382c9f2588d82476de5	are you spoiled	I don't know what that means. Remember, I'm a dog!	Yes' I am, as I should be!	Yes I am, and that's your fault.	No, I'm not. You don’t even let me pee around the house.
29f2d2ddc307c4a44685379c2e5a628cc3aac9a4	do you have a secret	Yes, I do have one. But I can't tell you because it’s a secret, Hello!!	No, I don't. My life is an open book.	Yes, I do have a secret. Sometimes I think I'm a cat.	Yes, I do. I'm gay.
aefca8ef819e9694cbe812243cd881fa021ac374	do you want a treat	Yes, Yes, Yes,	Yes, yes, yes. I want the chicken one.	Yes, Yes, Yes. I want the beef one.	Yes, off course I want a treat. Anytime!
2bb7bc2620ff4553e93a8c9a74d763727bdbab49	is it good	Its delicious!!	it's ok. I've had better than this one.	Yes, I am loving it. Can't you tell?	Aul! That is not what I expected for a treat. You can do better!!
c81f93215f7834a4b2094b795c8f55c29426ebc0	do you like your clothes	Yes, it's very fashionable	No. I hate it. I'm a dog, not a human!	No at all. I like to be naked	Yes, it makes me feel cool
8cd0399416bebcca578c3df1b00292bbabd942e3	do you love mom	Yess, I love you Mom	Yes, but sometimes you are a pain in the ass	Yes I do. Very much	Yes I love you. You are the one the feeds me!
7c7fb7ad68f8c223f10752123ae6272bc71e6c39	do you love daddy	Yess, I love you Daddy	Yes, but sometimes you are a pain in the ass	Yes I do. Very much	Yes I love you. You are the one the feeds me!
de2e40759990d51b189d2c9e4b3fc03ad87784ff	why do you sniff the grass	Because I'm a dog and that's what dogs do.	I told you already why.	I have no idea. I would like to know that as well	I don't know. Maybe is because I'm crazy.
91a9f35033220f6712b7f188a3baaa80f5808cba	can you clean my room	Hell no. are you crazy? I'm a dog	Not really. Why don't you hire a maid?	Nope. That's your job	Yeah Right. You think you're funny!!
780e8a7a8e7a9981c455223d657ab48d5300622c	do you like pictures	Yes, I love pictures. I would like to be a model	Yes I do. But not as much as you do. Holy moly!	Not really. I don't care for it.	Yes, I do. You should make an album only with my pictures.
139629585e947ac187e81601cb6a2d64f7e8bdd4	what's your dream	To eat real food like you do	To drink beer like you do	To travel around the world	I don't. I have so many that it's hard to pick one.
d5fe51d77d676b0cbc418a2c997e48c36b4551f0	are you handsome	Off course! I'm gorgeous	Sure. I'm the most beautiful dog ever!	Yes I'm handsome. I took from my Dad.	I Sure Am. And I smell good too!!
738677f8cd373fa8d2bdd72637ed2515314dc924	are you pretty	Off course! I'm gorgeous	Sure. I'm the most beautiful girl ever!	Yes I'm pretty.  I took from my Dad.	I Sure Am. And I smell good too!!
680a3b48a7c8dde2a4ea3b042018c8005852db8c	am i handsome	Yes you are. But not in the morning!!	I'm not sure. Maybe, if you give me a treat..	It all depends of how much I had to drink	Yes, you are very handsome.
4a135fe23e1de852cfe818ab8fa9d91d8af45fc0	am i pretty	Yes you are. But not in the morning!!	I'm not sure. Maybe, if you give me a treat..	It all depends of how much I had to drink	Yes, you are very pretty.
78272825118631e7984130fda9b8868fc8192beb	are you happy	Yes, I'm the happiest dog ever!	I am. But at running days I get depress.	Yes, I should be happy. All I do is eat and sleep.	Yes, but I get sad when you go to work.
3a568136121880cf017bab826e57288775444d32	why do you love me	I don't know. I think I'm crazy	I love you because you're lovable	Because you love me too	Because I don't have choice.
e1d7270c9d6b27d21287622646088d64f48fb4dc	do you know my name	Yes, your name is ……..
ca587f4d5d2e4ea8624081e1d4d4c60d8acb56f2	why do you nap	Because I'm a dog and that's what dogs do.	Because I can	Because if good for my hair	Because there's not much else to do
88d24889ea6f48ae98d379e2cd272d49e6c178ca	why are you so lazy	Because I like to be lazy	I'm not lazy. I'm just not on a hurry	Because I'm like you	Because I was born this way
27b64207e7503987cb294ffdf07bcc81dffd583d	do you miss me	Yes, I miss you very much	Not at all. I like to be alone	Yes. I miss you when you go to work
7b468b09b119af318ff04d86b6cb70bbec1ceba6	why do you pee on my stuff	Because I like it	I was on a hurry and could hold	Because I like to see your angry face	It wasn't me. It might be a leak in somewhere
b444200010640fe7f1cdfeaba402819aec6cf253	do you watch tv	Yes, I do	No, I don't like it	Yes, I like the big bang theory	Yes. I watch the local news everyday
c90225dd8ef0a5e857a3600dfedf191d3086dda2	do i drink too much	Yes, I think you are an alcoholic	Not really. You are ok	Yes, you drink a lot	I'm not sure. I'm a dog and don’t know how to measure that
dc06403b7bf1503228ac3642b00d767a46839f1b	do you speak english	Yes, I speak English very well	Nope. I'm French	Nope. I'm a dog and dogs doesn't speak	Yes because you taught me.
cbb22a9688d3db26992f7841010cb323d5e0e995	do you speak spanish	Si. Yo ablo spanol	Nope. I only speak English, sorry	yes. I'm bilingual	Yes I speak 10 languages
f6ad82ab88a8212adbb66fd16368e0d68d4c780a	do you speak portuguese	Sim. Eu falo Portugues	Nope. I only speak English, sorry	Yes. I'm bilingual	Yes I speak 10 languages
5b0f074b373ff2e6c7993086f5978881ec99223e	do you speak french	Oui. Je parle Fracais	Nope. I only speak English, sorry	Yes. I'm bilingual	Yes I speak 10 languages
80e038ecd303af239641b80360ca98675d0bc5d5	do you like meat	Yes, I love T bone steak	Yes, Yes. I like all kind of meats	nope. I'm a vegan	no. I prefer chicken.
4494191df696df9bd455a13a6d30607b15a33f64	do you like chicken	Yes, I love chicken	Yes, my favorite is chicken parmigiana	Nope. I'm vegetarian	Nope. I prefer steak
97d40b4fce578a127e1b0025f6f232535fb65e35	do you like fish	Yes, I love fish	Yes, my favorite is sea bass	Nope. I'm a vegan	Nope. I prefer Steak
4d2eddceec9be88ac9c57f0852c331ff1533239b	how old are you	I am        years old
891c0b1ef6ed35ba4e4f2ba989ab5fda609b647e	how old am i	You are …….
4fdf3cadef3fac65462d686c5758dd1e6600d033	do you like our house	Yes, I love our house	Yes, it's very comfortable here	Not really. I wish we live in a bigger house	I guess. It's ok. Nothing amazing, but it's ok
2f9ef0e368d68db4c866e48449855d377d29e3d4	what's your favorite drink	I like sparkling water
0271aeef2cfc7a23cd3bbdb209c96f11837cce7a	do you like your brother	Yes, I love my brother. He is cool	Yes, but sometimes I want to kill him	He is a pain in the ass, but I love him	Yes, we get alone very well
a631839a6dd7981345ea2a15e1e6a21c37ceb22d	do you like your sister	Yes, I love my sister. She's cool	Yes, but sometimes I want to kill her	She is a pain in the ass, but I love her	Yes, we get along very well
49fc18b536f9186a748ea162418b8653820588e3	what's your favorite song	I really like Imagine by the Beatles
1cb49e9170682409cb2398512e178461a9d3976f	let’s go see your friend	Yes, Yes, let’s go, let’s go	Not today, I don’t feel like
0974161f2432cf922205bd5c66d3393b6ccf51ba	let's go sleep	Yes, yes let's go. I'm tired	Yes, yes. I love sleeping in your bed	Finally. It's about time. Let's go.	it's too early to go to bed. I feel like partying today!!
